bac,method,nsnp,beta,se,p_value,ci_lower,ci_upper,odds_ratio,or_ci_lower,or_ci_upper,method_status,method_status_zh
genus..Eubacteriumbrachygroup.id.11296,MR Egger,10,0.200984256176961,0.185620656365454,0.31046396489217,-0.16283223029933,0.564800742653251,1.2226055231868,0.849733736031214,1.75909723475068,OK,方法成功运行
genus..Eubacteriumbrachygroup.id.11296,Weighted mode,10,0.0189316074477479,0.0977855022897984,0.850785374914836,-0.172727977040257,0.210591191935753,1.01911194656683,0.841366454711602,1.23440761610971,OK,方法成功运行
genus..Eubacteriumcoprostanoligenesgroup.id.11375,Inverse variance weighted,13,0.159120553102328,0.0867661652775507,0.0666686982488266,-0.0109411308416712,0.329182237046328,1.17247928417633,0.989118505635383,1.38983111122723,OK,方法成功运行
genus..Eubacteriumcoprostanoligenesgroup.id.11375,Weighted median,13,0.150529489339399,0.115111763074397,0.190981459963315,-0.0750895662864194,0.376148544965218,1.16244958446803,0.927660395510856,1.4566634977294,OK,方法成功运行
genus..Eubacteriumcoprostanoligenesgroup.id.11375,MR Egger,13,0.0681822219189432,0.337835740437282,0.843740823124924,-0.59397582933813,0.730340273176016,1.07056037027098,0.55212774943879,2.07578682208908,OK,方法成功运行
genus..Eubacteriumcoprostanoligenesgroup.id.11375,Weighted mode,13,0.278371995732194,0.182218389765349,0.152510969442719,-0.0787760482078897,0.635520039672278,1.32097750381519,0.924246888016214,1.88800372304333,OK,方法成功运行
genus..Eubacteriumeligensgroup.id.14372,Inverse variance weighted,8,-0.146429230840821,0.10230377208664,0.152339096362652,-0.346944624130635,0.0540861624489935,0.86378685964154,0.706844469300998,1.05557554921133,OK,方法成功运行
genus..Eubacteriumeligensgroup.id.14372,Weighted median,8,-0.0975970642958905,0.130151083048985,0.453329895942017,-0.352693187071901,0.15749905848012,0.907014298578702,0.702792786214801,1.17057965585716,OK,方法成功运行
genus..Eubacteriumeligensgroup.id.14372,MR Egger,8,-0.389992539630147,0.415396228771445,0.384049274773758,-1.20416914802218,0.424184068761886,0.677061925611702,0.299941102673376,1.52834288807766,OK,方法成功运行
genus..Eubacteriumeligensgroup.id.14372,Weighted mode,8,-0.114900908259079,0.192507096272239,0.569390136167669,-0.492214816952668,0.26241300043451,0.891454475306213,0.611271040345302,1.30006335830103,OK,方法成功运行
genus..Eubacteriumfissicatenagroup.id.14373,Inverse variance weighted,8,-0.0245104572684746,0.0670539085246727,0.714713122558125,-0.155936117976833,0.106915203439884,0.975787484793351,0.855613846968807,1.11283988548405,OK,方法成功运行
genus..Eubacteriumfissicatenagroup.id.14373,Weighted median,8,-0.0404231196979327,0.0734862605953188,0.582266394012466,-0.184456190464758,0.103609951068892,0.960382996208124,0.831556369199485,1.1091677408395,OK,方法成功运行
genus..Eubacteriumfissicatenagroup.id.14373,MR Egger,8,0.044157516597363,0.415190911101907,0.918767722411806,-0.769616669162375,0.857931702357101,1.04514696991775,0.463190589521038,2.35827802515975,OK,方法成功运行
genus..Eubacteriumfissicatenagroup.id.14373,Weighted mode,8,-0.126490402860408,0.131114645452017,0.366816665543745,-0.38347510794636,0.130494302225545,0.881182606335414,0.681489041499405,1.13939144787958,OK,方法成功运行
genus..Eubacteriumhalliigroup.id.11338,Inverse variance weighted,14,-0.000507973141165349,0.0760728708607851,0.994672201665366,-0.149610800028304,0.148594853745974,0.999492155855348,0.861043029142145,1.16020284214095,OK,方法成功运行
genus..Eubacteriumhalliigroup.id.11338,Weighted median,14,0.0333275612721547,0.0982942641365389,0.734565235329876,-0.159329196435461,0.225984318979771,1.03388914582495,0.852715601822959,1.25355600808694,OK,方法成功运行
genus..Eubacteriumhalliigroup.id.11338,MR Egger,14,0.0975328046942763,0.15978572813191,0.5529834568006,-0.215647222444268,0.410712831832821,1.10244760642682,0.806019597347424,1.5078922757164,OK,方法成功运行
genus..Eubacteriumhalliigroup.id.11338,Weighted mode,14,0.0548633330451382,0.138180275343915,0.697778287951607,-0.215970006628935,0.325696672719211,1.05639623035351,0.805759468953793,1.384995198324,OK,方法成功运行
genus..Eubacteriumnodatumgroup.id.11297,Inverse variance weighted,11,-0.0223531618377605,0.042797022525915,0.601456963883028,-0.106235325988554,0.0615290023130329,0.977894818929514,0.899213014983846,1.0634613389202,OK,方法成功运行
genus..Eubacteriumnodatumgroup.id.11297,Weighted median,11,-0.0487150432198891,0.0577816504413144,0.399178967106021,-0.161967078084865,0.0645369916450872,0.952452498829707,0.850469203154277,1.06666503520926,OK,方法成功运行
genus..Eubacteriumnodatumgroup.id.11297,MR Egger,11,-0.0547581910348489,0.187880696503694,0.777311462097473,-0.42300435618209,0.313487974112392,0.946714044221111,0.655075779476213,1.36818900897562,OK,方法成功运行
genus..Eubacteriumnodatumgroup.id.11297,Weighted mode,11,-0.0655131359530021,0.0916806838066885,0.491213133843196,-0.245207276214112,0.114181004308107,0.936586743719374,0.782542319021087,1.12095500420754,OK,方法成功运行
genus..Eubacteriumoxidoreducensgroup.id.11339,Inverse variance weighted,3,-0.116221748555069,0.140554965287204,0.408306456185383,-0.391709480517988,0.15926598340785,0.890277783595175,0.675900447687813,1.1726498105964,OK,方法成功运行
genus..Eubacteriumoxidoreducensgroup.id.11339,Weighted median,3,-0.0844009716146607,0.134986838278614,0.531804798055267,-0.348975174640745,0.180173231411423,0.919062664162188,0.705410642125198,1.19742477674016,OK,方法成功运行
genus..Eubacteriumoxidoreducensgroup.id.11339,MR Egger,3,-0.0894369546444021,0.578669845877681,0.902378950711871,-1.22362985256466,1.04475594327585,0.914445914874889,0.294160467545472,2.8427046577974,OK,方法成功运行
genus..Eubacteriumoxidoreducensgroup.id.11339,Weighted mode,3,-0.0567916991244309,0.175364976816123,0.776782342828225,-0.400507053684032,0.28692365543517,0.944790849632269,0.669980243943049,1.33232249401184,OK,方法成功运行
genus..Eubacteriumrectalegroup.id.14374,Inverse variance weighted,8,-0.0760952465625941,0.126342465225756,0.546978781609478,-0.323726478405076,0.171535985279888,0.926727934705413,0.723448093996779,1.18712686105603,OK,方法成功运行
genus..Eubacteriumrectalegroup.id.14374,Weighted median,8,0.0297274877289653,0.147971145127401,0.840776320264276,-0.260295956720741,0.319750932178671,1.03017376070709,0.77082342166973,1.37678480883537,OK,方法成功运行
genus..Eubacteriumrectalegroup.id.14374,MR Egger,8,-0.0770247862553368,0.489351506317295,0.880091591237272,-1.03615373863723,0.882104166126561,0.925866904548582,0.354816778856615,2.41597798080679,OK,方法成功运行
genus..Eubacteriumrectalegroup.id.14374,Weighted mode,8,0.0520913093109763,0.241346237132537,0.835269733814047,-0.420947315468797,0.52512993409075,1.05347192991795,0.656424683924924,1.69067851088302,OK,方法成功运行
genus..Eubacteriumruminantiumgroup.id.11340,Inverse variance weighted,17,-0.0351801633738977,0.0505838328286719,0.486753062959335,-0.134324475718094,0.0639641489702992,0.965431465198195,0.87430632739949,1.06605417893637,OK,方法成功运行
genus..Eubacteriumruminantiumgroup.id.11340,Weighted median,17,-0.0701521518679955,0.0701330762198945,0.317178897475443,-0.207612981258989,0.0673086775229978,0.932251965236542,0.812521436892185,1.0696255966016,OK,方法成功运行
genus..Eubacteriumruminantiumgroup.id.11340,MR Egger,17,0.212524938646842,0.178722182919335,0.252870509549778,-0.137770539875055,0.562820417168739,1.23679695722322,0.871298597094722,1.75561709670733,OK,方法成功运行
genus..Eubacteriumruminantiumgroup.id.11340,Weighted mode,17,-0.0600480073433593,0.112560563394612,0.601039263681135,-0.280666711596799,0.160570696910081,0.941719323056149,0.755280019607882,1.17418078115948,OK,方法成功运行
genus..Eubacteriumventriosumgroup.id.11341,Inverse variance weighted,14,-0.0822102516827582,0.0888636143263153,0.354899131568108,-0.256382935762336,0.0919624323968197,0.921078280078096,0.773845578900039,1.09632363505589,OK,方法成功运行
genus..Eubacteriumventriosumgroup.id.11341,Weighted median,14,-0.0989346578308031,0.111304478776082,0.374075626440158,-0.317091436231924,0.119222120570318,0.905801893150446,0.728264162350402,1.12662013600521,OK,方法成功运行
genus..Eubacteriumventriosumgroup.id.11341,MR Egger,14,-0.0725527656131214,0.408023855709601,0.861834584956701,-0.872279522803939,0.727173991577697,0.930016672465639,0.417997627293873,2.06922469073245,OK,方法成功运行
genus..Eubacteriumventriosumgroup.id.11341,Weighted mode,14,-0.0885483607657131,0.161551993516856,0.592903647666393,-0.40519026805875,0.228093546527324,0.915258847047024,0.666849918547601,1.2562028333487,OK,方法成功运行
genus..Eubacteriumxylanophilumgroup.id.14375,Inverse variance weighted,7,-0.131742999980325,0.109903263804469,0.230637689438172,-0.347153397037085,0.0836673970764349,0.876566243675558,0.706696914729969,1.08726720541163,OK,方法成功运行
genus..Eubacteriumxylanophilumgroup.id.14375,Weighted median,7,-0.133153440950413,0.137000970483824,0.331092318498921,-0.401675343098707,0.135368461197882,0.875330770218488,0.669197970166072,1.14495857944869,OK,方法成功运行
genus..Eubacteriumxylanophilumgroup.id.14375,MR Egger,7,-0.409164986732493,0.3454010077254,0.289407115543559,-1.08615096187428,0.26782098840929,0.664204638328703,0.337513097547541,1.30711313066961,OK,方法成功运行
genus..Eubacteriumxylanophilumgroup.id.14375,Weighted mode,7,-0.276271827264653,0.195995594302336,0.208330308176126,-0.660423192097232,0.107879537567927,0.758606692749717,0.516632653366824,1.11391355256837,OK,方法成功运行
genus..Ruminococcusgauvreauiigroup.id.11342,Inverse variance weighted,10,-0.0846749686623168,0.136175670910717,0.534068863760163,-0.351579283647322,0.182229346322688,0.918810878201477,0.703576065673981,1.19988935253599,OK,方法成功运行
genus..Ruminococcusgauvreauiigroup.id.11342,Weighted median,10,-0.0233846124194896,0.123148782090491,0.849396027505485,-0.264756225316851,0.217987000477872,0.976886688757264,0.767392998161101,1.24357090168653,OK,方法成功运行
genus..Ruminococcusgauvreauiigroup.id.11342,MR Egger,10,-0.208195605904419,0.893618890278229,0.821627010139311,-1.95968863084975,1.54329741904091,0.812048179757133,0.140902286716746,4.67999676664225,OK,方法成功运行
genus..Ruminococcusgauvreauiigroup.id.11342,Weighted mode,10,0.025420056277228,0.173189780802493,0.886544269699857,-0.314031914095659,0.364872026650114,1.02574590104664,0.730495714677296,1.44032967254131,OK,方法成功运行
genus..Ruminococcusgnavusgroup.id.14376,Inverse variance weighted,12,0.0137991981929409,0.0589136638822633,0.814808393374266,-0.101671583016295,0.129269979402177,1.01389484657895,0.903326170615116,1.13799731853153,OK,方法成功运行
genus..Ruminococcusgnavusgroup.id.14376,Weighted median,12,0.0164842967287051,0.0751268462168412,0.826323263736169,-0.130764321856304,0.163732915313714,1.01662091238672,0.877424539811818,1.17789967411176,OK,方法成功运行
genus..Ruminococcusgnavusgroup.id.14376,MR Egger,12,0.291254589245508,0.251119125371718,0.273062018429313,-0.200938896483059,0.783448074974074,1.33810520778387,0.817962410406904,2.18900712834421,OK,方法成功运行
genus..Ruminococcusgnavusgroup.id.14376,Weighted mode,12,0.0204257166741562,0.111435573517998,0.857900488234868,-0.197988007421119,0.238839440769431,1.02063574920926,0.820379691547,1.26977464617585,OK,方法成功运行
genus..Ruminococcustorquesgroup.id.14377,Inverse variance weighted,7,0.137421033589185,0.120331386199236,0.253445071143485,-0.0984284833613188,0.373270550539688,1.14731110335492,0.906260503001677,1.45247725518392,OK,方法成功运行
genus..Ruminococcustorquesgroup.id.14377,Weighted median,7,0.196980355670154,0.165241282281424,0.233230998477597,-0.126892557601437,0.520853268941744,1.21772011917527,0.880828305819155,1.68346348414088,OK,方法成功运行
genus..Ruminococcustorquesgroup.id.14377,MR Egger,7,0.319009723401651,0.369015446390092,0.426838599790714,-0.404260551522929,1.04227999832623,1.37576470195378,0.6674701882366,2.83567498369088,OK,方法成功运行
genus..Ruminococcustorquesgroup.id.14377,Weighted mode,7,0.266216994387516,0.226186190235274,0.283774474642469,-0.177107938473621,0.709541927248653,1.30501820959183,0.837689360732013,2.03305975603895,OK,方法成功运行
genus.Actinomyces.id.423,Inverse variance weighted,6,-0.0299704593219659,0.0915974550784694,0.743518503259126,-0.209501471275766,0.149560552631834,0.970474201590999,0.810988446244567,1.16132378989486,OK,方法成功运行
genus.Actinomyces.id.423,Weighted median,6,-0.073634416293614,0.116099547155791,0.525927356810313,-0.301189528718964,0.153920696131736,0.929011263147858,0.739937520045882,1.16639838320682,OK,方法成功运行
genus.Actinomyces.id.423,MR Egger,6,-0.0131179555953219,0.300529595978856,0.967275890382374,-0.602155963713879,0.575920052523235,0.986967709790147,0.54762969269222,1.77876633273769,OK,方法成功运行
genus.Actinomyces.id.423,Weighted mode,6,-0.138765250945614,0.152628737259503,0.404953528119183,-0.437917575974241,0.160387074083012,0.870432337644788,0.645378975398386,1.17396519455887,OK,方法成功运行
genus.Adlercreutzia.id.812,Inverse variance weighted,8,-0.0154617539870232,0.0788331923475463,0.844506430243003,-0.169974810988214,0.139051303014167,0.984657165242304,0.843686067947042,1.14918305504586,OK,方法成功运行
genus.Adlercreutzia.id.812,Weighted median,8,-0.0448266469610285,0.0978370157107341,0.646825454293665,-0.236587197754067,0.14693390383201,0.956163221267127,0.78931705262688,1.15827740280192,OK,方法成功运行
genus.Adlercreutzia.id.812,MR Egger,8,-0.155354029378568,0.355449072026965,0.677356509087453,-0.85203421055142,0.541326151794284,0.856112035014369,0.426546363709173,1.71828405738366,OK,方法成功运行
genus.Adlercreutzia.id.812,Weighted mode,8,-0.136219053486435,0.172611317001862,0.455907930542175,-0.474537234810086,0.202099127837215,0.872651454206863,0.622172909820399,1.22396933153065,OK,方法成功运行
genus.Akkermansia.id.4037,Inverse variance weighted,10,-0.0392716354621908,0.0832017718920048,0.636923364512336,-0.20234710837052,0.123803837446139,0.961489499026547,0.816811356671066,1.13179383365333,OK,方法成功运行
genus.Akkermansia.id.4037,Weighted median,10,-0.0866068889951873,0.112028568388099,0.439475864164704,-0.306182883035862,0.132969105045487,0.917037522326514,0.736251959149484,1.14221470911429,OK,方法成功运行
genus.Akkermansia.id.4037,MR Egger,10,-0.298969740973185,0.285397989484744,0.325459017481322,-0.858349800363283,0.260410318416914,0.741581848640558,0.423860960718107,1.29746235015707,OK,方法成功运行
genus.Akkermansia.id.4037,Weighted mode,10,-0.188959505415064,0.206396232351659,0.383793781368269,-0.593496120824315,0.215577109994187,0.827820028244454,0.552392673358959,1.24057764016963,OK,方法成功运行
genus.Alistipes.id.968,Inverse variance weighted,13,-0.0513786383555036,0.0927732685051351,0.579709809527371,-0.233214244625568,0.130456967914561,0.949918926690053,0.791983877057489,1.13934891027899,OK,方法成功运行
genus.Alistipes.id.968,Weighted median,13,0.00567401520988288,0.129196324150699,0.964969945859905,-0.247550780125486,0.258898810545252,1.00569014292272,0.780710575223352,1.29550270698276,OK,方法成功运行
genus.Alistipes.id.968,MR Egger,13,0.700034813712491,0.437891856767192,0.13820446087015,-0.158233225551206,1.55830285297619,2.0138228148986,0.85365066560285,4.75075167538486,OK,方法成功运行
genus.Alistipes.id.968,Weighted mode,13,0.104717616757261,0.204703129358058,0.618242394498797,-0.296500516784533,0.505935750299055,1.11039700857184,0.743415243078506,1.65853677083546,OK,方法成功运行
genus.Allisonella.id.2174,Inverse variance weighted,8,-0.0630110363694787,0.0460631477161983,0.171334839669555,-0.153294805893227,0.0272727331542699,0.93893311121922,0.857876777398834,1.02764803823795,OK,方法成功运行
genus.Allisonella.id.2174,Weighted median,8,-0.0741991116374419,0.059589936664962,0.213072288327848,-0.190995387500768,0.0425971642258837,0.92848680290726,0.826136398695911,1.04351744401262,OK,方法成功运行
genus.Allisonella.id.2174,MR Egger,8,-0.116043860906705,0.31217861894844,0.722873420447549,-0.727913954045647,0.495826232232236,0.890436167103306,0.482915323653447,1.64185423168435,OK,方法成功运行
genus.Allisonella.id.2174,Weighted mode,8,-0.110085701871412,0.0811079151121929,0.216827662663696,-0.26905721549131,0.0488858117484864,0.895757363924431,0.764099536067127,1.0501004347611,OK,方法成功运行
genus.Alloprevotella.id.961,Inverse variance weighted,6,0.0265020304459949,0.0592877344229004,0.654870028321609,-0.0897019290228899,0.14270598991488,1.02685633223589,0.914203642236373,1.15339064332925,OK,方法成功运行
genus.Alloprevotella.id.961,Weighted median,6,0.00644816819721755,0.0694991770287258,0.926077945177333,-0.129770218779085,0.14266655517352,1.00646900239049,0.878297223943994,1.15334516056435,OK,方法成功运行
genus.Alloprevotella.id.961,MR Egger,6,0.0623263630020587,0.607148088926665,0.923177832810708,-1.1276838912942,1.25233661729832,1.06430963934191,0.323782303662284,3.49850808887199,OK,方法成功运行
genus.Alloprevotella.id.961,Weighted mode,6,-0.02819854244855,0.104835034679862,0.798691216229096,-0.23367521042108,0.17727812552398,0.972195325598031,0.791618883710756,1.19396311857059,OK,方法成功运行
genus.Anaerofilum.id.2053,Inverse variance weighted,11,-0.0824062992029137,0.0508037176450818,0.104792099102274,-0.181981585787274,0.0171689873814467,0.920897722664913,0.833616690669477,1.0173172215738,OK,方法成功运行
genus.Anaerofilum.id.2053,Weighted median,11,-0.0831930904454142,0.0690239571976764,0.228095813102949,-0.21848004655286,0.0520938656620315,0.920173453363216,0.803739516658617,1.05347462296547,OK,方法成功运行
genus.Anaerofilum.id.2053,MR Egger,11,-0.258006707118794,0.259274669409486,0.34568296934882,-0.766185059161385,0.250171644923798,0.772590050236305,0.464782809356668,1.28424583204859,OK,方法成功运行
genus.Anaerofilum.id.2053,Weighted mode,11,-0.102971245332442,0.104033846400523,0.345623011328245,-0.306877584277468,0.100935093612583,0.902152914215691,0.735740661619406,1.10620483967336,OK,方法成功运行
genus.Anaerostipes.id.1991,Inverse variance weighted,11,0.0598492736008719,0.0951789338914991,0.529474772022806,-0.126701436826466,0.24639998402821,1.06167651180727,0.880996666495678,1.27941121526228,OK,方法成功运行
genus.Anaerostipes.id.1991,Weighted median,11,0.109254178133704,0.127724510570704,0.392335671936914,-0.141085862584875,0.359594218852283,1.11544583625287,0.868414744161756,1.43274791449431,OK,方法成功运行
genus.Anaerostipes.id.1991,MR Egger,11,0.707463609393213,0.308740456335671,0.0476613932838677,0.102332314975297,1.31259490381113,2.0288387994109,1.10775153299173,3.71580336510876,OK,方法成功运行
genus.Anaerostipes.id.1991,Weighted mode,11,0.156041785453675,0.208818037103562,0.472110623894815,-0.253241567269307,0.565325138176657,1.16887504404345,0.77628033525129,1.76001993937576,OK,方法成功运行
genus.Anaerotruncus.id.2054,Inverse variance weighted,12,-0.0728779667505539,0.0861992598664013,0.39785444206148,-0.2418285160887,0.0960725825875926,0.929714279157911,0.785190813599374,1.10083896283476,OK,方法成功运行
genus.Anaerotruncus.id.2054,Weighted median,12,-0.126440925883796,0.110503028089141,0.252528091886942,-0.343026860938513,0.0901450091709201,0.881226205665191,0.709619150267845,1.09433296051545,OK,方法成功运行
genus.Anaerotruncus.id.2054,MR Egger,12,0.0685394322070228,0.264573355364808,0.800846277289156,-0.450024344308001,0.587103208722046,1.07094285375871,0.637612629194603,1.79877019918123,OK,方法成功运行
genus.Anaerotruncus.id.2054,Weighted mode,12,-0.175149395535206,0.18786225705023,0.371178674291702,-0.543359419353657,0.193060628283245,0.839331619005772,0.580793841297926,1.21295633074986,OK,方法成功运行
genus.Bacteroides.id.918,Inverse variance weighted,8,-0.116131359199182,0.137596649852198,0.398670271753618,-0.38582079290949,0.153558074511127,0.890358258867594,0.679892356294571,1.16597549861301,OK,方法成功运行
genus.Bacteroides.id.918,Weighted median,8,-0.109747768155869,0.150879993847166,0.466990449933953,-0.405472556096314,0.185977019784577,0.896060121691795,0.666661701359724,1.20439458281265,OK,方法成功运行
genus.Bacteroides.id.918,MR Egger,8,-1.49532541090875,0.561551117264997,0.037381620310602,-2.59596560074814,-0.394685221069352,0.224175643660093,0.0745738327487947,0.673892132910778,OK,方法成功运行
genus.Bacteroides.id.918,Weighted mode,8,-0.401551243428637,0.307245576163186,0.232527615992132,-1.00375257270848,0.200650085851208,0.669281022566662,0.366501533786266,1.22219703295731,OK,方法成功运行
genus.Barnesiella.id.944,Inverse variance weighted,12,0.149937954383173,0.0819359633186374,0.0672588060284019,-0.0106565337213562,0.310532442487702,1.16176215824233,0.989400045974622,1.36415125288815,OK,方法成功运行
genus.Barnesiella.id.944,Weighted median,12,0.103782324437466,0.110895963523369,0.349348859019434,-0.113573764068339,0.32113841294327,1.10935894829837,0.892638349346438,1.37869639711393,OK,方法成功运行
genus.Barnesiella.id.944,MR Egger,12,-0.0140361496788387,0.274319741125733,0.960199995945167,-0.551702842285275,0.523630542927598,0.986061897797641,0.575968191854854,1.6881454219842,OK,方法成功运行
genus.Barnesiella.id.944,Weighted mode,12,-0.00820124830751945,0.189285711655736,0.966217085064409,-0.379201243152762,0.362798746537723,0.99183229018093,0.684407866409686,1.43734655915934,OK,方法成功运行
genus.Bifidobacterium.id.436,Inverse variance weighted,10,-0.0487975179017397,0.0858993756595099,0.569982223834759,-0.217160294194379,0.1195652583909,0.952373948852125,0.804800954044515,1.12700678831703,OK,方法成功运行
genus.Bifidobacterium.id.436,Weighted median,10,0.030749645747621,0.122234941395128,0.801379763898912,-0.20883083938683,0.270330130882072,1.031227299427,0.811532503368815,1.31039698184486,OK,方法成功运行
genus.Bifidobacterium.id.436,MR Egger,10,-0.0365274525836312,0.227873143297196,0.876620509234808,-0.483158813446134,0.410103908278872,0.96413162562893,0.616831854401875,1.50697436409026,OK,方法成功运行
genus.Bifidobacterium.id.436,Weighted mode,10,0.0625587515135999,0.15261610912194,0.691457753699839,-0.236568822365402,0.361686325392601,1.06455700141575,0.789331556767762,1.43574851346877,OK,方法成功运行
genus.Bilophila.id.3170,Inverse variance weighted,12,0.0594423393905359,0.131246104685487,0.650615381766261,-0.197800025793018,0.31668470457409,1.06124456720678,0.820533922352903,1.37256973873352,OK,方法成功运行
genus.Bilophila.id.3170,Weighted median,12,0.0632223413810814,0.121868939554527,0.603918899588439,-0.175640780145791,0.302085462907954,1.06526366509675,0.838919285680437,1.35267682546474,OK,方法成功运行
genus.Bilophila.id.3170,MR Egger,12,-0.564459198435476,0.584768539614068,0.357172731485182,-1.71060553607905,0.581687139208096,0.568667599942208,0.180756305006921,1.78905426956835,OK,方法成功运行
genus.Bilophila.id.3170,Weighted mode,12,0.0973361873833927,0.194774941096293,0.627105691057561,-0.284422697165341,0.479095071932127,1.10223086745107,0.752448519619338,1.6146126326045,OK,方法成功运行
genus.Blautia.id.1992,Inverse variance weighted,10,0.08375873059721,0.0907868380381954,0.356222621920035,-0.094183471957653,0.261700933152073,1.08736651388856,0.910115766200375,1.29913795523221,OK,方法成功运行
genus.Blautia.id.1992,Weighted median,10,0.03016051794623,0.119508372091222,0.800753857055664,-0.204075891352565,0.264396927245025,1.03061995367505,0.815400486993245,1.30264514904805,OK,方法成功运行
genus.Blautia.id.1992,MR Egger,10,0.0698219927257674,0.190961994289857,0.724117969831397,-0.304463516082352,0.444107501533887,1.07231728398733,0.737518935323863,1.55909808204862,OK,方法成功运行
genus.Blautia.id.1992,Weighted mode,10,0.0559089862066515,0.15993720366057,0.734702915049323,-0.257567932968065,0.369385905381368,1.05750143213976,0.772929117160919,1.44684584155058,OK,方法成功运行
genus.Butyricicoccus.id.2055,Inverse variance weighted,8,0.0468380330738626,0.117025394017218,0.688981081130014,-0.182531739199884,0.276207805347609,1.04795226172673,0.833158199734038,1.31812174831711,OK,方法成功运行
genus.Butyricicoccus.id.2055,Weighted median,8,0.157479863252053,0.114667093523201,0.169638659944885,-0.0672676400534204,0.382227366557527,1.17055718652935,0.934944939134721,1.46554526323615,OK,方法成功运行
genus.Butyricicoccus.id.2055,MR Egger,8,0.210903892822836,0.217827913171458,0.370329685173815,-0.21603881699322,0.637846602638893,1.23479367682391,0.805704026258746,1.89240139633442,OK,方法成功运行
genus.Butyricicoccus.id.2055,Weighted mode,8,0.159294356839572,0.121857594178754,0.232438171310105,-0.0795465277507848,0.398135241429929,1.17268308316776,0.923535048960343,1.4890453969191,OK,方法成功运行
genus.Butyricimonas.id.945,Inverse variance weighted,12,0.017196775617953,0.0818764711126092,0.833641776455161,-0.143281107762761,0.177674658998667,1.01734549141814,0.866510451841245,1.19443665879571,OK,方法成功运行
genus.Butyricimonas.id.945,Weighted median,12,-0.0613171087141692,0.103076541760928,0.551930590410731,-0.263347130565589,0.14071291313725,0.940524943826806,0.768475089812753,1.15109413653988,OK,方法成功运行
genus.Butyricimonas.id.945,MR Egger,12,-0.202857521125363,0.282085134396414,0.488521492851787,-0.755744384542334,0.350029342291608,0.816394552116551,0.469660876280297,1.41910918789797,OK,方法成功运行
genus.Butyricimonas.id.945,Weighted mode,12,-0.134515106852176,0.179267678733982,0.468785214237192,-0.485879757170781,0.21684954346643,0.874139673278,0.61515577093695,1.24215719741153,OK,方法成功运行
genus.Butyrivibrio.id.1993,Inverse variance weighted,13,-0.0887736433433223,0.0409552481193136,0.0301909048212628,-0.169045929657177,-0.0085013570294676,0.915052678398756,0.844470116272365,0.991534677320278,OK,方法成功运行
genus.Butyrivibrio.id.1993,Weighted median,13,-0.0254480901461039,0.0526672827571485,0.628963722685637,-0.128675964350115,0.0777797840579071,0.974872983166425,0.879258830596464,1.08088460443792,OK,方法成功运行
genus.Butyrivibrio.id.1993,MR Egger,13,-0.0441886780415761,0.208062907107641,0.835693832512138,-0.451991975972552,0.3636146198894,0.956773418306896,0.636359275868898,1.43851973042859,OK,方法成功运行
genus.Butyrivibrio.id.1993,Weighted mode,13,0.0030687477710355,0.0822954103157569,0.970867402741144,-0.158230256447848,0.164367751989919,1.00307346119768,0.85365320018367,1.17864768543317,OK,方法成功运行
genus.CandidatusSoleaferrea.id.11350,Inverse variance weighted,10,-0.0209952411860547,0.0600273401391034,0.726517836576528,-0.138648827858697,0.0966583454865879,0.979223624501412,0.870533681963784,1.10148398235276,OK,方法成功运行
genus.CandidatusSoleaferrea.id.11350,Weighted median,10,0.0313494145839332,0.0836754025081489,0.707917004084988,-0.132654374332039,0.195353203499905,1.03184598293935,0.875767727612294,1.21574031439923,OK,方法成功运行
genus.CandidatusSoleaferrea.id.11350,MR Egger,10,0.128599453479064,0.34548819044691,0.719392169687484,-0.548557399796881,0.805756306755008,1.1372345175965,0.577782718926704,2.23838876734734,OK,方法成功运行
genus.CandidatusSoleaferrea.id.11350,Weighted mode,10,0.0499348213927092,0.138069751884928,0.72594869258519,-0.220681892301749,0.320551535087167,1.05120257822306,0.801971753106174,1.37788750811092,OK,方法成功运行
genus.Catenibacterium.id.2153,Inverse variance weighted,4,0.00788994433713546,0.0961094834963795,0.934572523651319,-0.180484643315768,0.196264531990039,1.00792115196946,0.834865501364382,1.21684875818583,OK,方法成功运行
genus.Catenibacterium.id.2153,Weighted median,4,-0.0282657515191049,0.0848986247839001,0.73918310109191,-0.194667056095549,0.138135553057339,0.972129987449483,0.823108661451138,1.14813117241706,OK,方法成功运行
genus.Catenibacterium.id.2153,MR Egger,4,0.139279312302853,1.47639296106353,0.933441192196442,-2.75445089138166,3.03300951598737,1.14944510933108,0.0636439575211362,20.7596150652065,OK,方法成功运行
genus.Catenibacterium.id.2153,Weighted mode,4,-0.0727657800225675,0.141797856312975,0.643235106028269,-0.350689578395998,0.205158018350864,0.929818586611698,0.704202319543685,1.22771905177592,OK,方法成功运行
genus.ChristensenellaceaeR.7group.id.11283,Inverse variance weighted,9,0.0166326128578502,0.103671923134584,0.872538360884798,-0.186564356485934,0.219829582201635,1.01677170484745,0.829805156888976,1.24586439502775,OK,方法成功运行
genus.ChristensenellaceaeR.7group.id.11283,Weighted median,9,0.0454145310904281,0.144864370088352,0.753903174751299,-0.238519634282741,0.329348696463597,1.04646156086316,0.787793220350461,1.39006248096041,OK,方法成功运行
